PublishYear,CountryName,Code,Country,Region,Income group,Population,Population(per ten Million),num_AIconf_papers,num_AIconf_citation,num_AIjournal_papers,num_AIjournal_citation,num_AIpatents,num_AIpatent_citation,num_DLpapers,num_AIconf_papers_pc,num_AIconf_citation_pc,num_AIjournal_papers_pc,num_AIjournal_citation_pc,num_AIpatents_pc,num_AIpatent_citation_pc,num_DLpapers_pc,relative_ai_skill_penetration_fem,num_AIocc_fem,skill_penetration,ai_hiring_index,enroll_share,num_AIstartups,ai_privateinvestment_tot,num_AIstartups_pc,ai_privateinvestment_pc,num_AIconf_papers_scaled,num_AIconf_citation_scaled,num_AIjournal_papers_scaled,num_AIjournal_citation_scaled,num_AIpatents_scaled,num_AIpatent_citation_scaled,num_DLpapers_scaled,num_AIconf_papers_pc_scaled,num_AIconf_citation_pc_scaled,num_AIjournal_papers_pc_scaled,num_AIjournal_citation_pc_scaled,num_AIpatents_pc_scaled,num_AIpatent_citation_pc_scaled,num_DLpapers_pc_scaled,relative_ai_skill_penetration_fem_scaled,num_AIocc_fem_scaled,skill_penetration_scaled,ai_hiring_index_scaled,enroll_share_scaled,num_AIstartups_scaled,ai_privateinvestment_tot_scaled,num_AIstartups_pc_scaled,ai_privateinvestment_pc_scaled,mean
2020,Chile,CHL,CL,Latin America & Caribbean,High income,19116000,1.9116,21.33333337,4,54.35833372,126.708333,-,-,3,11.15993585,2.092487968,28.43603982,66.28391558,-,-,1.569365976,-,-,0.34757,-,0.1371959459,4,93300000,0.02110590956,492295.3405,1.227753165,1.001097952,1.386414383,1.051436013,-,-,1.155497382,2.187795381,1.008254816,4.957544066,1.187516789,-,-,1.582161017,-,-,11.26508703,-,3.548524139,1.207837649,1.391250464,2.674553762,4.537263753,1.167317714
2017,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,44831135,4.4831135,39.25000003,88.58333337,45.20000006,309.5333334,-,-,1,8.755076138,19.75933319,10.08227877,69.04427768,-,-,0.2230592645,-,-,-,-,0.3994832601,-,-,-,-,1.421298344,1.024315061,1.321010191,1.125946061,-,-,1.051832461,1.922460902,1.07795011,2.392194882,1.19535884,-,-,1.082744503,-,-,-,-,58.13284222,-,-,-,-,0.9567111993
2018,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,44622518,4.4622518,28.91666672,75.25000009,26.66666672,104.2499999,-,-,1,6.480285742,16.86368306,5.976056016,23.36264392,-,-,0.2241021002,-,-,-,-,0.3747461382,-,-,-,-,1.309672287,1.020655221,1.188654488,1.042283153,-,-,1.051832461,1.671477313,1.066526838,1.818258284,1.065579594,-,-,1.083131346,-,-,-,-,52.9848276,-,-,-,-,0.8485922648
2019,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,44385155,4.4385155,37.63333337,41.63333353,27.5000001,37.66666669,-,-,0,8.478810849,9.3800131,6.195765252,8.486320863,-,-,0,-,-,-,-,0.3414407133,1,3000000,0.002253005538,6759.016613,1.403834267,1.01142785,1.194605734,1.015147218,-,-,1,1.891979829,1.037003934,1.84896757,1.023316701,-,-,1,-,-,-,-,46.05367305,1,1.012401737,1.151799791,1.048260933,0.8688569252
2020,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,44118000,4.4118,16.75000003,1.833333343,19.70000005,6.733333349,-,-,0,3.7966363,0.4155522334,4.465297622,1.526210016,-,-,0,-,-,-,-,0.2870247459,1,1500000,0.002253005538,3379.508306,1.178241607,1.000503228,1.138902074,1.002540385,-,-,1,1.375383232,1.001639344,1.607095961,1.003543373,-,-,1,-,-,-,-,34.72922727,1,1.006108569,1.151799791,1.023976212,0.7756541004
2015,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,45154036,4.5154036,29.75,108.5,56.16666669,127.8333333,-,-,-,6.58855833,24.02885979,12.43890285,28.31049994,-,-,-,-,-,-,-,0.2901767095,-,-,-,-,1.318674388,1.029781947,1.399328584,1.051894505,-,-,-,1.683423311,1.094793294,2.721585879,1.079636206,-,-,-,-,-,-,-,35.38517886,-,-,-,-,0.9482598428
2016,Ukraine,UKR,UA,Europe & Central Asia,Lower middle income,45004674,4.5004674,33.70000004,155.350003,55.25000006,283.9999993,-,-,-,7.488111134,34.51863755,12.27650267,63.10455651,-,-,-,-,-,-,-,0.4330265709,-,-,-,-,1.361344349,1.04264171,1.392782214,1.11553999,-,-,-,1.782673331,1.136175223,2.698886817,1.178484388,-,-,-,-,-,-,-,65.11350292,-,-,-,-,0.9757106685
2015,Costa Rica,CRI,CR,Latin America & Caribbean,Upper middle income,4847804,0.4847804,0.5,2,-,-,-,-,-,1.031394834,4.125579334,-,-,-,-,-,-,-,-,-,0.2285965491,-,-,-,-,1.00270063,1.000548976,-,-,-,-,-,1.07028689,1.016275315,-,-,-,-,-,-,-,-,-,22.56980091,-,-,-,-,0.3408176509
2017,Costa Rica,CRI,CR,Latin America & Caribbean,Upper middle income,4949954,0.4949954,-,-,0.5,1.5,-,-,-,-,-,1.010110397,3.030331191,-,-,-,-,-,-,-,0.2327227035,-,-,-,-,-,-,1.001785374,1.000407548,-,-,-,-,-,1.124156159,1.007816506,-,-,-,-,-,-,-,23.42849028,-,-,-,-,0.3445137989
2019,Costa Rica,CRI,CR,Latin America & Caribbean,Upper middle income,5047561,0.5047561,-,-,0.25,2.75,-,-,-,-,-,0.4952887147,5.448175862,-,-,-,-,-,-,-,0.2237700387,-,-,-,-,-,-,1,1.000916984,-,-,-,-,-,1.052198298,1.014685483,-,-,-,-,-,-,-,21.56536127,-,-,-,-,0.3389833971
2020,Costa Rica,CRI,CR,Latin America & Caribbean,Upper middle income,5094000,0.5094,-,-,0.25,1.5,-,-,-,-,-,0.490773459,2.944640754,-,-,-,-,-,-,-,0.1788721039,1,400000,0.01981154859,7924.619435,-,-,1,1.000407548,-,-,-,-,-,1.05156719,1.007573064,-,-,-,-,-,-,-,12.22170254,1,1.001493579,2.570007889,1.056636808,0.3382956502
2015,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,30081829,3.0081829,4.5,17,6.666666672,51,-,-,0,1.49591968,5.651252123,2.216177305,16.95375637,-,-,0,-,-,-,-,-,-,-,-,-,1.045910717,1.004666296,1.045824592,1.020581198,-,-,1,1.121539134,1.022294058,1.292731022,1.047372264,-,-,1,-,-,-,-,-,-,-,-,-,0.7167432734
2016,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,29846179,2.9846179,2.833333343,6,3,18.5,-,-,0,0.949311918,2.010307584,1.005153792,6.198448384,-,-,0,-,-,-,-,-,-,-,-,-,1.027906514,1.001646928,1.019639111,1.007335872,-,-,1,1.061230467,1.007930617,1.123463362,1.016816969,-,-,1,-,-,-,-,-,-,-,-,-,0.68883082
2017,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,29390409,2.9390409,2.333333343,69,7.166666701,111.9999988,-,-,0,0.7939097898,23.47704654,2.438437213,38.10766934,-,-,0,-,-,-,-,-,-,-,-,-,1.022505254,1.018939671,1.049395339,1.045441654,-,-,1,1.044084542,1.092616403,1.323796822,1.107469477,-,-,1,-,-,-,-,-,-,-,-,-,0.7253540968
2018,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,28870195,2.8870195,3.50000003,5.5,3.416666687,29.16666651,-,-,1,1.212322961,1.905078923,1.183458126,10.1026912,-,-,0.346377986,-,-,-,-,-,-,-,-,-,1.035108196,1.001509684,1.022614734,1.011683056,-,-,1.051832461,1.090249165,1.007515492,1.148385387,1.027908729,-,-,1.128489953,-,-,-,-,-,-,-,-,-,0.6954145368
2019,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,28515829,2.8515829,3.200000033,1.5,4.976190522,17.00000021,-,-,1,1.122183764,0.5260236341,1.745062548,5.96160126,-,-,0.3506824227,-,-,-,-,-,-,-,-,-,1.031867439,1.000411732,1.033752065,1.00672455,-,-,1.051832461,1.080303871,1.002075151,1.226882183,1.016144099,-,-,1.130086697,-,-,-,-,-,-,-,-,-,0.6998467574
2020,Venezuela,VEN,VE,Latin America & Caribbean,Upper middle income,28436000,2.8436,3.166666687,0.5,5.166666716,1.666666716,-,-,0,1.113611861,0.1758334506,1.816945673,0.5861115193,-,-,0,-,-,-,-,-,-,-,-,-,1.031507355,1.000137244,1.03511235,1.000475473,-,-,1,1.07935811,1.000693659,1.23692946,1.0008726,-,-,1,-,-,-,-,-,-,-,-,-,0.6987571876
2015,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,47520667,4.7520667,54.23333341,1509.533334,55.48333344,583.8166669,-,-,0,11.41257832,317.6582799,11.67562177,122.8553183,-,-,0,-,-,-,-,0.1748349739,1,2500000,0.002104347567,5260.868918,1.583156127,1.414348767,1.394448563,1.237729813,-,-,1,2.215670087,2.253154536,2.614900254,1.348233326,-,-,1,-,-,-,-,11.38153996,1,1.010304014,1.139792648,1.037495432,1.171803456
2016,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,48171392,4.8171392,50.11666681,349.4333296,69.03333347,949.1833349,1.5,1,0,10.40382367,72.53959561,14.33077405,197.0429534,0.3113881368,0.2075920912,0,-,-,-,-,0.187006164,-,-,-,-,1.538685747,1.095915251,1.491215817,1.386634438,1.027484731,1.003228226,1,2.104371541,1.28616702,2.986017253,1.558996701,1.129517458,1.015346014,1,-,-,-,-,13.91447264,-,-,-,-,1.468631683
2017,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,48901066,4.8901066,32.32500017,130.6166681,62.46296308,595.9037057,-,-,3,6.61028538,26.71039279,12.77333363,121.859042,-,-,0.6134835588,-,-,-,-,0.1781043086,1,50000,0.002044578183,102.2289092,1.346490883,1.035852706,1.444293552,1.242655867,-,-,1.155497382,1.685820514,1.105371879,2.768330071,1.345402954,-,-,1.227573567,-,-,-,-,12.06191752,1,1.000025173,1.13496506,1.000426096,0.9978515356
2018,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,49648685,4.9648685,67.08333352,130.3333341,41.08333357,513.5833326,-,-,3,13.51160328,26.25111503,8.274807998,103.4434915,-,-,0.6042456109,-,-,-,-,0.1882241267,3,6100000,0.006040950881,12283.26679,1.721968531,1.035774935,1.291611039,1.209106325,-,-,1.155497382,2.447261015,1.103560039,2.139560359,1.293085293,-,-,1.224146722,-,-,-,-,14.16794148,1.138558432,1.025407618,1.457753124,1.087957498,1.020160628
2019,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,50339443,5.0339443,38.33333346,64.5833334,62.84285742,250.1642855,-,-,1,7.614969729,12.82956854,12.48382057,49.69548143,-,-,0.1986513836,-,-,-,-,0.2144505788,1,8347050,0.001986513836,16581.53031,1.411396033,1.017727349,1.447006565,1.101750297,-,-,1.051832461,1.796669973,1.05061235,2.727864138,1.140389874,-,-,1.073690327,-,-,-,-,19.62589894,1,1.034834994,1.130275187,1.118844278,0.9744513815
2020,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,50883000,5.0883,15.64285721,2.226190493,89.19047648,87.59523861,-,-,3,3.074279663,0.4375116429,17.52854126,17.21503029,-,-,0.5895878781,-,-,-,-,0.1816550913,1,30000000,0.001986513836,59595.41507,1.166281673,1.000611063,1.635167949,1.035495531,-,-,1.155497382,1.29568373,1.001725973,3.432976842,1.04811453,-,-,1.218709392,-,-,-,-,12.80086691,1,1.125678765,1.130275187,1.427936632,0.9680047743
2015,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,16212020,1.621202,15.00000003,40.16666669,13.66666669,90.6666666,-,-,-,9.25239423,24.77585562,8.429959182,55.92558274,-,-,-,-,-,-,-,0.1971203115,-,-,-,-,1.159337194,1.011025267,1.095815055,1.036747287,-,-,-,1.977331312,1.097740175,2.161246212,1.158089281,-,-,-,-,-,-,-,16.01931651,-,-,-,-,0.8914443153
2016,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,16491115,1.6491115,20.03333338,63.85000008,23.95000006,109.1333335,-,-,-,12.14795566,38.71781871,14.52297195,66.17704958,-,-,-,-,-,-,-,0.2345490338,-,-,-,-,1.213709887,1.017526058,1.169253427,1.044273348,-,-,-,2.296806197,1.152740896,3.012881215,1.187213188,-,-,-,-,-,-,-,23.80856582,-,-,-,-,1.007867018
2017,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,16785361,1.6785361,33.0833334,236.0833342,20.85000004,253.4666667,-,-,-,19.70963472,140.6483508,12.42153805,151.0045966,-,-,-,-,-,-,-,0.2087959772,-,-,-,-,1.354682794,1.064802039,1.147114793,1.103096177,-,-,-,3.131106078,1.554854477,2.71915876,1.428204023,-,-,-,-,-,-,-,18.44912617,-,-,-,-,1.125251595
2018,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,17084357,1.7084357,36.33333343,69.3333334,17.0833334,70.50000039,-,-,-,21.26701838,40.58293409,9.999400857,41.26582018,-,-,-,-,-,-,-,0.195077394,-,-,-,-,1.38979099,1.019031167,1.120215163,1.028528393,-,-,-,3.3029363,1.160098732,2.380610838,1.116441626,-,-,-,-,-,-,-,15.59416724,-,-,-,-,1.043137767
2019,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,17373662,1.7373662,37.41666672,25.58333334,10.95000006,28.10000008,-,-,-,21.53643067,14.72535459,6.302643658,16.17390743,-,-,-,-,-,-,-,0.207761855,-,-,-,-,1.401493721,1.007022318,1.076413995,1.011248338,-,-,-,3.332661265,1.058091182,1.863906221,1.045156752,-,-,-,-,-,-,-,18.23391615,-,-,-,-,0.9829994825
2020,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,17643000,1.7643,30.12500006,4.666666746,18.45000011,49.95000009,-,-,-,17.07476056,2.645052852,10.45740526,28.3115117,-,-,-,-,-,-,-,0.1556068073,-,-,-,-,1.322725334,1.001280944,1.129975206,1.020153272,-,-,-,2.840393502,1.010434672,2.444627212,1.079639081,-,-,-,-,-,-,-,7.379987822,-,-,-,-,0.9874357685
2015,Peru,PER,PE,Latin America & Caribbean,Upper middle income,30470734,3.0470734,8.50000003,37,1.5,6,-,-,0,2.789561955,12.14279905,0.4922756373,1.969102549,-,-,0,-,-,-,-,0.2047509785,-,-,-,-,1.089120804,1.010156056,1.008926868,1.002241517,-,-,1,1.264270079,1.04790306,1.051777153,1.004801609,-,-,1,-,-,-,-,17.60732604,-,-,-,-,0.7065997621
2016,Peru,PER,PE,Latin America & Caribbean,Upper middle income,30926032,3.0926032,9.916666716,51.08333337,8.333333343,65.33333337,-,-,0,3.206575844,16.51790743,2.694601539,21.12567606,-,-,0,-,-,-,-,0.2245791754,-,-,-,-,1.104424376,1.014021761,1.057727083,1.026422726,-,-,1,1.310280315,1.065162761,1.359601524,1.05922448,-,-,1,-,-,-,-,21.7337498,-,-,-,-,0.7497387522
2018,Peru,PER,PE,Latin America & Caribbean,Upper middle income,31989256,3.1989256,11.2,10.40000001,3.083333358,15.33333349,-,-,0,3.501175521,3.251091556,0.9638652922,4.793276059,-,-,0,-,-,-,-,0.18355029,-,-,-,-,1.118287612,1.002854675,1.020234235,1.006045302,-,-,1,1.34278427,1.012825481,1.11769237,1.012824945,-,-,1,-,-,-,-,13.19527458,-,-,-,-,0.7194624075
2019,Peru,PER,PE,Latin America & Caribbean,Upper middle income,32510453,3.2510453,10.90000004,11.73333335,5.916666687,17.58333349,-,-,1,3.352767812,3.609095619,1.819927482,5.408516914,-,-,0.3075933762,-,-,-,-,0.2019048898,1,660000,0.003075933762,2030.116283,1.115046856,1.003220659,1.040468471,1.006962286,-,-,1.051832461,1.326410058,1.014237798,1.237346234,1.014572813,-,-,1.114102686,-,-,-,-,17.01502971,1,1.002584394,1.218267918,1.014279651,0.7298554313
2020,Peru,PER,PE,Latin America & Caribbean,Upper middle income,32972000,3.2972,5.00000003,3,10.03333338,8.666666627,-,-,0,1.516438199,0.909862914,3.042985981,2.628492851,-,-,0,-,-,-,-,0.1826863142,-,-,-,-,1.051311978,1.000823464,1.069867624,1.003328312,-,-,1,1.123802997,1.003589388,1.408296053,1.006674904,-,-,1,-,-,-,-,13.01547355,-,-,-,-,0.7223078933
2017,Peru,PER,PE,Latin America & Caribbean,Upper middle income,31444297,3.1444297,16.49404766,75.42857149,4.76587306,131.6111113,-,-,-,5.245481451,23.98799741,1.515655783,41.85531999,-,-,-,-,-,-,-,0.1924815093,-,-,-,-,1.175476676,1.020704237,1.032250084,1.053434132,-,-,-,1.535238117,1.094632093,1.194817449,1.118116365,-,-,-,-,-,-,-,15.05394059,-,-,-,-,0.7687224295
2015,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,102113212,10.2113212,39.86666672,137.5,4.666666687,17.83333337,-,-,0,3.904163422,13.46544657,0.4570090976,1.746427619,-,-,0,-,-,-,-,0.1879638291,1,1000000,0.0009793052049,979.3052049,1.427959899,1.037742098,1.031541602,1.007064173,-,-,1,1.387246982,1.053120874,1.046847864,1.004169,-,-,1,-,-,-,-,14.11377125,1,1.004010846,1.048922683,1.006728655,0.7496410411
2016,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,103663927,10.3663927,41.16666672,195.8333334,9.266666688,32.36666664,-,-,2,3.971166047,18.8911745,0.8939143014,3.122269007,-,-,0.1929311437,-,-,-,-,0.2826815369,1,-,0.0009646557187,-,1.442003177,1.053753898,1.064392478,1.012987211,-,-,1.103664921,1.394639557,1.074525245,1.107915152,1.008077697,-,-,1.071568387,-,-,-,-,33.82536693,1,-,1.047739441,-,0.7631912012
2018,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,106651922,10.6651922,83.00000003,220.8333333,13.66666669,83.83333349,-,-,6,7.782325763,20.70598722,1.281427135,7.860461576,-,-,0.5625777658,-,-,-,-,0.2387400569,-,-,-,-,1.893908665,1.060616097,1.095815055,1.033962372,-,-,1.310994764,1.815134803,1.081684639,1.16207875,1.021538666,-,-,1.20868991,-,-,-,-,24.68075493,-,-,-,-,0.8470615873
2019,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,108116615,10.8116615,88.16666669,72,28.50000003,54.24999997,-,-,13,8.154774979,6.659475974,2.636042576,5.017730158,-,-,1.202405384,-,-,-,-,0.2185757625,-,-,-,-,1.949721693,1.019763135,1.201747228,1.02190573,-,-,1.67382199,1.856228101,1.026271478,1.351416598,1.013462608,-,-,1.446035884,-,-,-,-,20.4843863,-,-,-,-,0.8700430476
2020,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,109581000,10.9581,42.50000003,5,22.83333342,18.25000018,-,-,6,3.878409581,0.4562834798,2.083694565,1.665434718,-,-,0.5475401758,-,-,-,-,0.1751723395,-,-,-,-,1.456406539,1.00137244,1.161278758,1.007233985,-,-,1.310994764,1.384405493,1.001800028,1.274213592,1.003938903,-,-,1.203111671,-,-,-,-,11.45174872,-,-,-,-,0.7742208115
2017,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,105173264,10.5173264,50.33333334,121.5,19.83333337,42.50000012,-,-,-,4.785753663,11.55236563,1.885777109,4.040950951,-,-,-,-,-,-,-,0.2608205417,-,-,-,-,1.541026292,1.03335029,1.139854273,1.017117036,-,-,-,1.484515145,1.045573814,1.246550195,1.010687627,-,-,-,-,-,-,-,29.2758998,-,-,-,-,0.7932228893
2015,Austria,AUT,AT,Europe & Central Asia,High income,8642699,0.8642699,196.2166669,4435.1,108.9357147,2351.297619,4,15,10,227.0317026,5131.614557,126.0436291,2720.559422,4.628183858,17.35568947,11.57045964,-,-,-,-,0.3048662272,1,1800000,0.01157045964,20826.82736,3.116934158,2.217381672,1.776178465,1.958063965,1.096196557,1.048423387,1.518324607,26.00549349,21.24410024,18.60039082,8.72818128,3.06881543,2.282999974,5.292096717,-,-,-,-,38.44219789,1,1.007367202,1.904372988,1.149350448,7.595263286
2016,Austria,AUT,AT,Europe & Central Asia,High income,8736668,0.8736668,168.1000003,3661.900006,118.1769234,3273.092306,4.5,0.5,20,192.4074491,4191.414857,135.2654392,3746.385128,5.150705051,0.5723005613,22.89202245,-,-,-,-,0.4540862855,5,1698935,0.05723005613,19446.02908,2.813203259,2.005147562,1.842174509,2.333739976,1.109938923,1.001614113,2.036649215,22.1853088,17.53503426,19.88934534,11.64250101,3.303555352,1.04230668,9.491864404,-,-,-,-,69.49621645,1.277116865,1.00694319,5.592310495,1.139428205,7.225322482
2019,Austria,AUT,AT,Europe & Central Asia,High income,8877067,0.8877067,161.416667,663.2166667,120.1515878,1405.381354,1,0,31,181.8355849,747.1123815,135.3505475,1583.159566,1.1264982,0,34.92144421,-,-,-,-,0.4132018209,18,16259567,0.2027696761,183163.7296,2.741006406,1.182045008,1.856276565,1.572557241,1.013742365,1,2.606806283,21.01888731,3.947340992,19.90124112,5.496884948,1.495701404,1,13.95421449,-,-,-,-,60.9877965,2.177746676,1.068031527,17.34758353,2.315882964,5.185473613
2020,Austria,AUT,AT,Europe & Central Asia,High income,8912000,0.8912,112.1166669,111.0333336,179.0837059,623.7457573,1.666666687,3.5,46,125.8041595,124.58857,200.9467077,699.8942519,1.870137664,3.927289048,51.61579892,-,-,-,-,0.294106274,5,32909256,0.05632491002,370722.1766,2.208442089,1.030477316,2.277139978,1.254002853,1.03206552,1.01129879,3.384293194,14.8367932,1.491499015,29.06977369,2.987572191,1.829777557,1.29032046,20.14703546,-,-,-,-,36.20295611,1.277116865,1.13788439,5.519201608,3.663654322,5.026596889
2017,Austria,AUT,AT,Europe & Central Asia,High income,8797566,0.8797566,144.8388893,3235.638893,136.5351857,3312.042594,2.5,4,-,164.6351835,3677.879647,155.196546,3764.726054,2.841695078,4.546712125,-,-,-,-,-,0.4432666468,10,174686112,0.1136678031,1985618.659,2.561924604,1.888144007,1.973279943,2.349614106,1.054969461,1.012912903,-,19.12112191,15.50914978,22.67516391,11.69460667,2.266244659,1.33611062,-,-,-,-,-,67.2445536,1.623512946,1.73270146,10.15080203,15.26809688,6.953603548
2018,Austria,AUT,AT,Europe & Central Asia,High income,8840521,0.8840521,123.1000004,914.6166636,101.1580091,2421.637232,3.50000003,18.49999937,-,139.2451875,1034.573261,114.4253931,2739.247191,3.959042719,20.92636777,-,-,-,-,-,0.424426728,19,11024559,0.2149194601,124704.8562,2.327089786,1.251051287,1.720634021,1.986730766,1.082454193,1.059722175,-,16.31977707,5.081367483,16.97648213,8.781272302,2.768207262,2.546958383,-,-,-,-,-,63.32379929,2.247025892,1.046068337,18.32892475,1.895804869,5.158478905
2015,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,258383256,25.8383256,192.9166667,848.2500001,146.9166667,674.4166672,-,-,3,7.466299082,32.82913967,5.685997963,26.10140756,-,-,0.1161065948,-,-,-,-,0.2238162067,1,350000,0.0003870219826,135.4576939,3.081285834,1.232834435,2.047419236,1.274653704,-,-,1.155497382,1.78026675,1.129510193,1.777716174,1.073360285,-,-,1.04307009,-,-,-,-,21.57496923,1,1.001283806,1.001083813,1.000664873,1.116420551
2016,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,261554226,26.1554226,206.5333334,665.7666667,240.8333334,407.5,-,-,8,7.896386785,25.45425004,9.207778328,15.57994326,-,-,0.3058639167,-,-,-,-,0.3493649159,3,5700000,0.001146989688,2179.280407,3.228380171,1.182744952,2.718124621,1.165872226,-,-,1.414659686,1.827719454,1.100416425,2.269963859,1.043469329,-,-,1.113461138,-,-,-,-,47.70276996,1.138558432,1.02372944,1.062466603,1.015351526,1.21139092
2017,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,264645886,26.4645886,202.5833334,484.3333335,217.7685186,477.0092592,-,-,14,7.654883153,18.30118506,8.228675757,18.02443508,-,-,0.5290087903,-,-,-,-,0.3474253731,3,4500000,0.001133590265,1700.385397,3.185710211,1.132943682,2.553407367,1.194200618,-,-,1.72565445,1.801073725,1.07219775,2.133112345,1.050414009,-,-,1.196237398,-,-,-,-,47.29913389,1.138558432,1.018694905,1.061384328,1.011910247,1.176921642
2018,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,267663435,26.7663435,230.2000002,266.0666668,143.0000001,365.1666665,-,-,11,8.600352909,9.94034418,5.342530259,13.642755,-,-,0.4109638659,-,-,-,-,0.3302707338,1,15762130,0.0003736035144,5888.787163,3.484039851,1.073032104,2.019448381,1.148619341,-,-,1.570157068,1.905389883,1.039214427,1.72970887,1.037965874,-,-,1.152448279,-,-,-,-,43.72910119,1,1.065944558,1,1.042007574,1.119784894
2020,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,273524000,27.3524,156.4166667,8.333333343,149.9694446,53.41666675,-,-,23,5.718571926,0.3046655264,5.482862367,1.952906025,-,-,0.8408768518,-,-,-,-,0.2940828907,5,63500000,0.00184757118,23464.15399,2.686993795,1.0022874,2.069220633,1.021566106,-,-,2.192146597,1.58743543,1.001201898,1.749323425,1.004755595,-,-,1.311925791,-,-,-,-,36.19808985,1.277116865,1.266226189,1.119052752,1.168301944,1.010232024
2019,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,270625568,27.0625568,247.3645834,122,144.9791667,251.2083333,-,-,-,9.140473506,4.508073678,5.357186602,9.282505535,-,-,-,-,-,-,-,0.3195658567,10,63291337,0.00369514236,23387.05004,3.669460632,1.033487534,2.03358259,1.102175797,-,-,-,1.964982805,1.017784246,1.731757422,1.025578622,-,-,-,-,-,-,-,41.50132124,1.623512946,1.265350754,1.268281558,1.167747885,1.131567471
2016,Poland,POL,PL,Europe & Central Asia,High income,37970087,3.7970087,390.5833336,2068.583333,362.1261908,4344.664285,1,0,10,102.8660623,544.7928874,95.3714409,1144.233429,0.2633652117,0,2.633652117,-,-,-,-,0.5152712289,2,3430000,0.005267304233,9033.42676,5.216584279,1.567801276,3.584336931,2.770457493,1.013742365,1,1.518324607,12.3059728,3.149195287,14.31326555,4.249917659,1.107943409,1,1.976961154,-,-,-,-,82.22934624,1.069279216,1.014205778,1.395265482,1.064604558,4.273268087
2017,Poland,POL,PL,Europe & Central Asia,High income,37974826,3.7974826,339.3750002,1452.083339,302.4197094,3072.625928,-,-,4,89.3684148,382.3805115,79.63689139,809.1217925,-,-,1.053329382,-,-,-,-,0.5041399704,3,13932541,0.007899970365,36688.887,4.66340515,1.398579433,3.157943405,2.252040211,-,-,1.207329843,10.81674195,2.508482236,12.11400984,3.297882193,-,-,1.390735694,-,-,-,-,79.91283255,1.138558432,1.058268617,1.607906612,1.263333209,3.350757035
2018,Poland,POL,PL,Europe & Central Asia,High income,37974750,3.797475,260.7833336,659.2333315,220.6936872,2415.977772,-,-,12,68.67282434,173.5978068,58.11590259,636.2063666,-,-,3.15999447,-,-,-,-,0.4717977528,6,7170713,0.01579997235,18882.84452,3.814416972,1.18095163,2.574297443,1.984424262,-,-,1.621989529,8.533343185,1.684839316,9.10596964,2.806638082,-,-,2.172209429,-,-,-,-,73.18213,1.346396081,1.029899736,2.245991831,1.135381232,2.640406711
2019,Poland,POL,PL,Europe & Central Asia,High income,37970874,3.7970874,213.809028,900.2222223,250.5097227,1128.111112,-,-,11,56.30869281,237.0823022,65.97417871,297.0990639,-,-,2.896957284,-,-,-,-,0.4513345635,11,31756184,0.02896957284,83633.00776,3.306976019,1.247100186,2.787228505,1.45955618,-,-,1.570157068,7.169176131,1.935284175,10.20433973,1.843251127,-,-,2.074634995,-,-,-,-,68.92355868,1.692792162,1.133046739,3.309703895,1.600667743,2.496076005
2020,Poland,POL,PL,Europe & Central Asia,High income,37919000,3.7919,171.9833336,105.6499975,260.2488462,349.112843,-,-,12,45.35545074,27.86202101,68.63283478,92.0680511,-,-,3.164640418,-,-,-,-,0.3163949396,15,53760562,0.03950396296,141583.6833,2.855153051,1.028999655,2.856780405,1.14207663,-,-,1.621989529,5.96067621,1.109915026,10.57594647,1.260768233,-,-,2.173932857,-,-,-,-,40.84142527,1.969909027,1.225364907,4.16056933,2.017093993,2.232526306
